student_id,disability_type,baseline_mastery,sensory_sensitivity,executive_function,reading_level_baseline,consent_disposition,trust_growth_rate,engagement_capacity
S0023,Mixed,0.34486711296025585,0.4593158043270476,0.6907547210868228,0.39529679489852476,0.7328083605918032,0.09087614495835812,0.9717774139537995
S0024,Physical_Sensory,0.27801616950667735,0.6785629409385198,0.24029330530592677,0.1834829804594741,0.7559039416368231,0.06385512389081167,0.9408507615742582
S0025,ASD,0.3228263824032311,0.7676685398501619,0.27279675137928866,0.25560542873710734,0.19795915553460405,0.09514847636100762,1.0044365994260236
S0026,Dyslexia,0.17842846367279158,0.42540066416128947,0.5687922554165745,0.22759971443927537,0.6459768195505281,0.12266321036006647,0.923358493435907
S0027,ASD,0.5264768121322658,0.7547035924743642,0.4715370373399678,0.3752098044966345,0.37628006908191053,0.07876233529745211,0.8792553986171984
S0028,ASD,0.3085390416805479,0.8106719999086486,0.7511784687813701,0.31507160877099993,0.7354249033483803,0.053112103934333896,0.9864074583533312
S0029,ID,0.4197935775194821,0.8207763481078002,0.20189737006107109,0.3734479620885345,0.2897064674840501,0.05310510507367175,0.8534006381363144
S0030,ID,0.26190359992454926,0.8726470754122867,0.5586049370359789,0.40915222831213083,0.5390456341172762,0.09553131103423151,0.8658149037789944
S0031,Mixed,0.5272492311390842,0.16468339802395499,0.5950398831549785,0.5334120184786788,0.8166553330791304,0.07880507642079113,1.0346479438742198
S0032,ADHD,0.3865087340760417,0.5199491030676098,0.2873440628529749,0.3851182397160924,0.6743723046627991,0.09753661792128106,1.0246826649400513
S0033,ADHD,0.45809331373516055,0.8161501434303743,0.0,0.459865480794738,0.46670080866077684,0.06932731501681301,0.861672671452196
S0034,Dyslexia,0.44199655972147184,0.49026813960353016,0.5548342214227835,0.16875995478491188,0.2461338300644171,0.09661247095079664,0.8171350944139666
S0035,ASD,0.4305003221411079,0.9320549120997256,0.43860699336283676,0.4858143585397723,0.5311381616422606,0.0768340165310055,1.008807602165378
S0036,ASD,0.3974575314527967,0.7687634309423421,0.2872027796748722,0.4563595446418535,0.6464627215185272,0.06534991889352101,0.9425320879360497
S0037,Dyslexia,0.32776330825700123,0.2488839268552853,0.4411491411660861,0.3798725504769729,0.9959050850581832,0.07198003042395232,0.8940483775642646
S0038,ADHD,0.5855575571796147,0.2362426990013842,0.01368644846844666,0.5070190693666732,0.8363296725006962,0.05605891289153527,0.8303029811255338
S0039,ID,0.14687295597936337,0.5960267413884549,0.7445974410777475,0.48831034343217194,0.5435226469721499,0.11978719117163222,0.8956599100159877
S0040,ADHD,0.3562223112720506,0.4135362291502773,0.17693574406792012,0.385237388701333,0.8630883075768984,0.07807236372883027,0.860319406155758
S0041,Physical_Sensory,0.3574916992157829,0.6657688448787754,0.47444418744555733,0.4367408840566702,0.6104946233778589,0.09289028177364392,0.7960564341872287
S0042,ID,0.303998284592094,0.6412668055734208,0.29397466309533227,0.559526339267729,0.6894575528049569,0.06926261734258402,0.8753944850032518
S0043,ADHD,0.3041686766835313,0.3239087250822304,0.0,0.30218881458958086,0.9246847805904097,0.05896144356040354,0.889032656708489
S0044,Physical_Sensory,0.393474950861622,0.6263651971177016,0.6767977685338706,0.3057388331954702,0.3430254378527639,0.0753223897816413,0.8249507454525051
S0045,Physical_Sensory,0.3354442839665155,0.8298841456355351,0.26381498347563587,0.4272147096925543,0.5040036468981013,0.10202385066758397,0.95287282100548
S0046,ADHD,0.16587109209832354,0.8583995463709877,0.30710972158453137,0.46229195353981806,0.671329852563505,0.06958536417203433,0.9913734913756271
S0047,ADHD,0.35685166854169303,0.5132066693170811,0.17295158606843825,0.2763840251103994,0.8045582703839891,0.0625893605454117,0.9594800215100695
S0048,ID,0.12363755422725323,0.7486552384076908,0.7529395065713779,0.3887856154880038,0.6569801779478593,0.08310928488738287,0.8348654136231287
S0049,ASD,0.14757910269700333,0.5720197217624003,0.4705870323033933,0.3859001838656823,0.8219409461147614,0.08998045201435488,0.9380724025633654
S0050,ASD,0.37213019267359765,0.47038805870358924,0.8352258778884569,0.06770798265947942,0.8868758788363,0.11285696337706366,0.8702863918905323
S0051,ASD,0.4142513952332194,0.3416194901197699,0.6362650919883336,0.36706090161118604,0.9041149359553979,0.0870750095674499,0.738915654287933
S0052,Physical_Sensory,0.4189091592434206,0.8520593370388508,0.501265537534483,0.3764023250727301,0.6993655554310102,0.0928798535706247,0.9297631899943029
S0053,ID,0.3237658790332347,0.3510034646007653,0.24663924268949458,0.3759560585765471,0.6595196421639631,0.09438550473840643,0.877103416240223
S0054,ID,0.05,0.38258201422925026,0.7287864186709342,0.6123871411865902,0.86389386364942,0.0569396923613474,1.1
S0055,Physical_Sensory,0.1923833628419751,0.40385774402739005,0.40263792212228655,0.21763025522366872,0.5994016138082009,0.06073335859060912,1.0082173384723843
S0056,Dyslexia,0.5925279666085119,0.3139125221846255,0.6825397215372595,0.12630661431930815,0.6387189662606095,0.058322074207886994,0.9336052678379807
S0057,Dyslexia,0.23004034298162712,0.33756748281891824,0.8970775991199585,0.05,0.6437456999122019,0.05335708488616709,0.8874073022733462
S0058,ASD,0.4290063179272741,0.9860003648201283,0.8737270826012965,0.3278625000738789,0.766244519546787,0.09590919749740807,0.8788624776503301
S0059,ASD,0.2732728795909699,0.6126819058018376,0.7092596221483572,0.3406534668810999,0.537278713717043,0.0858010018332751,0.7621213117812174
S0060,ID,0.26526612290297913,0.6640728696518104,0.44331963459044904,0.3235034235498616,0.8009075671759804,0.081589921261829,0.6885915294245372
S0061,Dyslexia,0.27971488991804017,0.12109618193612647,0.37896604188594346,0.416151600922564,0.5900358771089201,0.02814566969195463,0.7752343412363717
S0062,Dyslexia,0.4230903327452288,0.479785954956119,0.04928970801235355,0.37909262835054447,0.5296227797185292,0.12110953717237237,0.8577185503274852
S0063,Physical_Sensory,0.37211828826887533,0.511422410093308,0.4777914314389868,0.41167850864009564,0.35284247181730255,0.06211455991692889,0.6519363243236298
S0064,Dyslexia,0.3019106213535634,0.060746708412725815,0.46339985687109125,0.1944080419690207,0.8324017196964502,0.12103625511877916,0.8080580729172533
S0065,Dyslexia,0.2296847398291862,0.32834419401357734,0.7855205487620446,0.4039284502160295,0.5006843096522096,0.05101517038697368,0.8377289488320856
S0066,Dyslexia,0.38783829788997276,0.21119949139398117,0.21638708090396472,0.24703632102462228,0.5870747144491372,0.06375197682886927,0.8409475967959824
S0067,ADHD,0.21017913830576063,0.5239504686416967,0.4028292213192444,0.27725949416223133,0.22900999028746283,0.0359430123498074,0.7963178923257137
S0068,ASD,0.407003119245372,1.0,0.4565183949356926,0.14256269837731728,0.6484284836501669,0.08724249951885395,0.8283388707063882
S0069,ADHD,0.6708835832752995,0.9268854377006999,0.18134001957919216,0.33380282591564764,0.42895246217539656,0.057974863583775356,1.0348796349569145
S0070,ADHD,0.5177258003423129,0.3247667802715581,0.12318731606695682,0.5131965425758913,0.7073376212676418,0.05853999691803292,0.9287047802935885
S0071,ADHD,0.441907140618171,0.2342303152711787,0.2961817011078607,0.7414808034314635,0.47151341476715736,0.05254971565651205,0.8064601744547133
S0072,Mixed,0.34543251846193374,0.762199766150595,0.28038531815871826,0.40924155192842143,0.6244572788823602,0.09554710125475727,0.8556554733083319
S0073,ADHD,0.1230550789504484,0.2989861108812833,0.3702431010532255,0.28519667273195437,0.19293370203301535,0.09422927303135094,0.8596589185793015
S0074,ASD,0.19703102668284933,0.6785296088564223,0.6332773475299805,0.22225521875736795,0.8051380354815836,0.11624067782157571,0.7856947087705131
S0075,ADHD,0.5096405369231971,0.7681547783421726,0.0,0.4827932344458398,0.4911852067347336,0.06628586757854053,0.7855772303701427
S0076,ADHD,0.26093466457589787,0.7182308048224002,0.1856407889284859,0.13530759214235977,0.3734382477644062,0.084376387420936,0.9635426541771995
S0077,ID,0.17179514241118585,0.39521135560857124,0.42233698200376557,0.4825517652107333,0.9871747795661023,0.05421329605196097,0.8205118143928466
S0078,Dyslexia,0.33582733710878887,0.8830790026880017,0.7158546906347657,0.3726567409394368,0.5629534189056278,0.07329921954529364,0.7530206134414411
S0079,Physical_Sensory,0.22825984312928488,0.3227149814540316,0.6462598018563906,0.4654419179849296,0.5061780677158605,0.06962309373437645,0.858176217737584
S0080,ID,0.10849314604467508,0.16144205650968704,0.7105561610780848,0.36705074920921643,0.26949387047100704,0.08928899914990841,0.8742912274574406
S0081,ADHD,0.3496485054571008,0.348108721085953,0.7622788492272512,0.4847410980320222,0.7105422512213797,0.10034043612836382,0.6652198297251447
S0082,Physical_Sensory,0.24872185963022708,0.8655079331187326,0.6705477059342903,0.42564075566924503,0.7591645881299511,0.09982133381663,0.8584156163628089
S0083,ASD,0.26678316461740403,1.0,0.6263864739346102,0.28328142372091125,0.6351594153652893,0.06314375455564779,0.9492882455793543
S0084,ASD,0.2619624710532307,0.6978104417287481,0.7440097611302436,0.6775618483562539,0.8639451433157722,0.09996935809245999,0.9076131906967115
S0085,ASD,0.41838861985100767,0.38586371541401626,0.33156190828435983,0.3472480930584226,0.6435169950791032,0.07911829725784406,1.0854697636640254
S0086,ID,0.22785031133142855,0.778568596969208,0.787008371058649,0.5163628450674864,0.7815118520169311,0.0735080620820597,0.9876012003757462
S0087,Dyslexia,0.334276758043609,0.4826899008736303,0.6786218978064532,0.05,0.41566316164228556,0.06582977026362163,1.0073836546196135
S0088,ASD,0.42733890186793744,0.6655796225589055,0.5563958396584777,0.5914706324171394,0.4590653068271642,0.06880128411276897,1.1
S0089,Dyslexia,0.3386606412029186,0.08986723010636741,0.5493148544545003,0.4703145616981873,0.7791315216011141,0.11484627692392467,0.938305878321988
S0090,ASD,0.3223149419760107,0.5202444981773899,0.5828459348062619,0.40447506806899575,0.35999793261538354,0.08614821532988047,0.8787972729377983
S0091,ID,0.3121594368592919,0.8094589923980255,0.7844172516817262,0.4838156552106638,0.5836191713844853,0.0834922369500241,0.9598642814876615
S0092,ADHD,0.4358891354177872,0.7151755212418327,0.6907450398299884,0.48377727724113445,0.3811974959779889,0.07475506282926106,0.8065666088050288
S0093,ADHD,0.3380565742498389,0.8756327679373694,0.7469139495518986,0.3035824645538914,0.7124705153830088,0.12891957222876058,0.8732588840940252
S0094,ADHD,0.36537832726533404,0.40603334374941413,0.08943190462305206,0.4820683458159011,0.33484678461022943,0.1061002097769285,0.7977174878366968
S0095,Dyslexia,0.2618905666228721,0.5674751196965007,0.5454519019055459,0.1287054295191167,0.7069771159405333,0.06557875770402415,0.9022887079008164
S0096,ADHD,0.25242342901112835,0.7803225992108526,0.159543094886908,0.3086864614532011,0.32797808674139267,0.07452769890590752,0.7972993433425463
S0097,ASD,0.44800309442688835,0.9641932170440907,0.27361619835617396,0.5690414714818448,0.4740413644706271,0.0757151091325818,0.7937974021583565
S0098,ASD,0.40909844169622606,0.9819563548472597,0.11408434830596147,0.5461986536050304,0.6989345562167834,0.08291743956565199,0.9038375814550786
S0099,Mixed,0.41034120680086056,0.5215704529953019,0.0763078151657669,0.29404367468263115,0.8768784992550696,0.0659754801473713,0.8487191080664716
S0100,Mixed,0.3894079160379341,0.7567471261390529,0.2527773377327535,0.28996354847484396,0.628175749243182,0.08877633046723393,0.6697381385728536
S0101,ID,0.2612497872886659,0.7344668805111078,0.048577228970954685,0.3031605096313492,0.3515244560164436,0.10904176264078629,0.7169345600133192
S0102,ADHD,0.43927482108960375,0.2662147594560575,0.32254818149192527,0.5098959349698237,0.7676377006178715,0.053727437819916735,0.7477636029983818
S0103,Mixed,0.4679184455136055,0.07294347341199668,0.3583300254777604,0.25000228287844045,0.6727889497107442,0.05743706525815866,0.7741930615331308
S0104,Physical_Sensory,0.46505275481374914,0.9589709655342841,0.6647094579508502,0.4535068958553929,0.3363261746185321,0.07033682889405386,0.903932585092392
S0105,ID,0.24361204427735303,0.3531544215524313,0.65304991138344,0.5120270215951442,0.627288537514746,0.0712640887978434,0.8843841368516918
S0106,ADHD,0.522144521779932,0.5383607146276402,0.0,0.386763182456035,0.8136197018222673,0.11996931749491863,0.9690181893144482
S0107,ADHD,0.38312067599875,0.4132566409971858,0.09947682744868391,0.5515095545297392,0.728235218278854,0.10003418440029678,0.9377704344387053
S0108,ASD,0.4315905372987673,0.69965847967573,0.301872006408964,0.35435347457653116,0.3486422715132085,0.09888644704236528,0.969680547762794
S0109,Mixed,0.389555941091057,0.6462363935284333,0.2645039558676802,0.36792165985091285,0.8335464196998962,0.07471268612973199,0.9233298712904405
S0110,Dyslexia,0.38534619908897233,0.71007406972556,0.3192633238550736,0.10341306533022157,0.26865701358843413,0.07427373186426373,0.8834581830536772
S0111,ADHD,0.26741515536083305,0.3112593529676283,0.4173811824866362,0.5525766021430308,0.8518966980355837,0.05096589172469203,0.9724254263732938
S0112,ADHD,0.43986749479225057,0.789932075551697,0.10246557190375388,0.28502193295316947,0.8482107181975383,0.09563480456095635,0.9544315313185382
S0113,Dyslexia,0.6971407215797881,0.4050458878853319,0.34889118654494156,0.30246577265725894,0.8342686740546021,0.08982109209617571,0.9000997888999274
S0114,ASD,0.31072998521606143,0.7411649319301103,0.806820560047385,0.38930258993110983,0.1877130353453525,0.10571994729356568,0.9895974392305424
S0115,Mixed,0.3642247600418652,0.7350978832293581,0.3509472300924264,0.24208254053325065,0.7160757494875267,0.07578340573287666,0.6279114278941885
S0116,Physical_Sensory,0.3021607624692,1.0,0.5603504189288487,0.3086345284265019,0.2897232955953755,0.07716441707599206,0.8334439347304833
S0117,ID,0.1971430060034393,0.2836384748972197,0.303394921697671,0.6074308358561101,0.7731104121778676,0.08340091057121271,0.8319112055793552
S0118,ADHD,0.5410393315651122,0.4895947442368026,0.20126120360120875,0.4302486313951721,0.4340044296455492,0.09783795151014191,0.9777585398926852
S0119,Dyslexia,0.27494887206357566,0.3032824516696105,0.44943269203245756,0.09862744879497376,0.6773243281143296,0.050595687558050426,1.0196297518396051
S0120,Dyslexia,0.2988157373869081,0.664749943347827,0.5894419256519492,0.29579924310230377,0.8580246245926602,0.0947211226747675,0.717472315123502
S0121,Dyslexia,0.16520625534311528,0.3318738076877617,0.4270441168922127,0.22808289526081824,0.3665226111092205,0.07959008875654339,1.0036069695594558
S0122,ASD,0.2647919872458018,1.0,0.45661167835296007,0.9181069603366272,0.6531984272712896,0.05882725464092607,0.7453457335419014
S0123,ADHD,0.15069740703646972,0.5179023903324186,0.557027646437434,0.4427685762013409,0.7289254969957989,0.03830788494691867,0.748368727588446
S0124,ASD,0.4315219580963029,1.0,0.5171469411997249,0.34290627294004533,0.6917643701281315,0.07727052576243293,0.8390616819117918
S0125,Dyslexia,0.6916690608113485,0.138087608423846,0.40289311384277043,0.4630041876680656,0.46832775227323753,0.1089542596654814,0.8306696049312697
S0126,ADHD,0.3117039389528088,0.4031716586944491,0.29970323711782376,0.1238445749060732,0.2599466144625845,0.1134936933348279,0.7066485241728406
S0127,ASD,0.15569444223204296,0.8302298793413706,0.7770583146061872,0.4141480234571646,0.5285472282535958,0.08710752421340193,0.9274780494937849
S0128,ASD,0.4637053539224394,0.765524638782809,0.4900922672051855,0.6991642742021609,0.2042352038652434,0.11924011327684494,0.9304304946171884
S0129,Dyslexia,0.26847439911925264,0.600837279338056,0.5799261270880737,0.23257010734603692,0.6860382318386679,0.0791411783408651,0.9678944117608953
S0130,ASD,0.5116270258572962,0.6918683157031862,0.7036333286257481,0.14000484330278823,0.8445851587793505,0.09906607103285563,0.8191447191667417
S0131,Mixed,0.3218619084560781,0.2593118978796513,0.5380978793554224,0.34061230533841036,0.5312244728724836,0.07097538222187146,0.8585319806472834
S0132,Dyslexia,0.27988751150093777,0.434130951486064,0.7228241611753231,0.46817770614385557,0.7111393978858791,0.06970802321431703,0.859447535654264
S0133,ADHD,0.33435048750138907,0.7616559323318313,0.5100077645778909,0.4564104394481157,0.366423389137901,0.06644981766238728,1.0312897962913747
S0134,Dyslexia,0.4466386055032139,0.5553983121069674,0.9032463062537408,0.12417158357312233,0.42225183685036966,0.038789421057513755,0.5790657738812064
S0135,ASD,0.32841491850019267,0.7627732082045946,0.2893686129935108,0.2972135789231464,0.4154001352958861,0.10574184519893823,0.7667958172456179
S0136,Mixed,0.2960984298556268,0.31335761007644575,0.7193196757585161,0.316044959327528,0.5201388778846372,0.06716735121723967,0.863044336423708
S0137,Dyslexia,0.33184560183340683,0.7839050422742401,0.8718936009106543,0.30417968260809947,0.46071899523097115,0.06397122440489608,0.753933228652978
S0138,Physical_Sensory,0.20308277205076525,0.7706870648710082,0.4948277107997995,0.600729419940798,0.5935013275319648,0.05640056636774649,0.8366582164174164
S0139,ASD,0.40334918646614903,0.7853810984160319,0.579401370861188,0.5578634519198756,0.5987693957233223,0.07591281126927434,0.8498826985075373
S0140,Dyslexia,0.14129820292948223,0.49166409207123646,0.7577009339441084,0.31840182731636923,0.8004402707378753,0.11526984621119485,0.7967216412652813
S0141,Dyslexia,0.3024108196670096,0.10763325935868875,0.5598760759968873,0.050253285991377544,0.44851109856920396,0.12187557701645435,0.8689371447547954
S0142,Mixed,0.44683161925056064,0.44793674226241487,0.3933476247783959,0.20081012290098385,0.9281776359126299,0.046782662483958334,0.9253051799203096
S0143,Dyslexia,0.39207118814279746,0.259586427765467,0.6185083066689123,0.32998780318206455,0.2971516849706321,0.07291104008047436,0.8388636076414281
S0144,Dyslexia,0.4265438629492383,0.29509630964549316,0.694670484763938,0.05,0.8452307271350064,0.05931284459812603,0.8171707787476546
S0145,ADHD,0.34789991346461435,0.3000362690173147,0.08277192735057015,0.3661649468397094,0.44724284356525024,0.09976675482423039,0.845913760479141
S0146,ADHD,0.49607493590913343,0.40239484213081567,0.2453143854553812,0.44562256692792657,0.5532454598899259,0.08573187094587853,0.8617466174799693
S0147,Dyslexia,0.46666929780324645,0.1613080184187423,0.7201821693003411,0.0793609006955967,0.7114901503807457,0.0672686134524033,0.6884582956110861
S0148,ADHD,0.40924231470059236,0.15377086605769136,0.5515493446911104,0.2463606498461705,0.9070338528847949,0.08145146161182037,0.9086456439406561
S0149,ASD,0.4670108874684966,0.7239895815082313,0.710709717059692,0.3858818403148272,0.3481631863880117,0.07045162757184584,0.8173901291998488
S0150,Physical_Sensory,0.44575622071930066,0.39844742678507566,0.22721189778449744,0.4755475431286081,0.3660767013580476,0.11228492188749793,0.9886437596256333
S0151,Mixed,0.3029697725892446,0.3696272390795004,0.8389988321977551,0.5592278155620636,0.6514911703965909,0.09093919030032077,0.9215955997087757
S0152,ASD,0.1944375247879114,0.5979256833341613,0.5700658099319836,0.4910580152155828,0.5550986785938367,0.09339646841832876,0.9794968925664937
S0153,Dyslexia,0.4061488492919863,0.5364085265322512,0.7303097909890478,0.2610484892488292,0.4716008599928966,0.02666165043934205,0.7613898727730374
S0154,ASD,0.42123610189064287,0.6653530753592103,0.291975528507262,0.2880707869664426,0.17291524255336174,0.07866422642342379,0.8253515880257856
S0155,ID,0.38656203312749926,0.48591159757495533,0.7280161456146136,0.23936395062332214,0.8665784840728954,0.12166421918118069,0.7382444033987873
S0156,ADHD,0.2433468411854362,0.3237757483352555,0.19590736689846044,0.3233684367506279,0.7280405893917209,0.10652258140073369,0.7919711312515956
S0157,ID,0.14693366707761182,0.27218328176482454,0.3257199120129544,0.4614903377470851,0.8586780811977337,0.043058208281593936,0.9877007945953874
S0158,ID,0.3108934261478039,0.3716120091210095,0.13354034362594722,0.45049355599410146,0.8925139193213374,0.07373148334632812,1.0112393099367778
S0159,Physical_Sensory,0.34716535552850103,1.0,0.2142158965212453,0.08501470214123169,0.539878720838497,0.05596961068162558,0.7476769226640823
S0160,ASD,0.12941400092233607,0.5587475365904486,0.587277343796513,0.2821484457598746,0.7410076852947041,0.11422203120725741,0.8166624853127998
S0161,Mixed,0.4007183738413743,0.5061528587409045,0.7166230048938774,0.5806761327409233,0.5602612761498501,0.08488556564551818,0.8548706849421334
S0162,ADHD,0.13341464439219688,0.5283533849323034,0.0,0.41188225717062094,0.6499994131567359,0.06464408880537129,0.9210508163255063
S0163,ASD,0.2422746079660663,0.45641622185804165,0.5838428359516084,0.18744866303455213,0.9346300501649446,0.08068315887081579,0.6865092257908789
S0164,Dyslexia,0.5179071589340842,0.44788943669626935,0.6438294117247451,0.6033731772397227,0.6032837807719744,0.027852689418630325,0.7021902439916844
S0165,ADHD,0.5746908763277252,0.5768080434181946,0.27510468479347433,0.39565874015278535,0.6517449773676265,0.058300773930868466,0.9114528665317685
S0166,Physical_Sensory,0.20982662997423604,0.9525262863069642,0.6246394042543085,0.4576500938970112,0.5300389142733003,0.08072887451652619,0.6675863952527358
S0167,Physical_Sensory,0.31617840970134814,0.6558945445284966,0.33267064203094604,0.4599287134067702,0.4307132069900783,0.09691350736906645,0.8178105115306412
S0168,ADHD,0.36082009696031614,0.5633439122030565,0.6637265823391025,0.3448606800759721,0.8515834009579877,0.04117371758805319,0.8786994330004123
S0169,Mixed,0.5694526255006596,0.6049680830503902,0.34703582323065163,0.2908639477267909,0.31043853461681314,0.07237689384595142,0.90405684913784
S0170,ADHD,0.29656112045194327,0.7517184065803854,0.4341519828244487,0.718251247759891,0.2974584401983399,0.10019371477037645,0.848318442590145
S0171,Dyslexia,0.29847931142687806,0.6509725032380965,0.5646621320076087,0.4004808804426626,0.8706552710112303,0.05097093351253456,0.8259145802397752
S0172,ADHD,0.5415524612064149,0.7976995906863291,0.5193424936187727,0.5232905801663015,0.3020984242815344,0.08458365669568346,0.9469473381161762
S0173,Mixed,0.3107306958646805,0.466412580216767,0.019100380544658485,0.48644337875773164,0.46797991985838727,0.08131949006212007,0.891010844781104
S0174,ASD,0.4423695992668463,1.0,0.8247440313940975,0.24950239144574735,0.6119769226877194,0.11428760640713205,0.7977885899493823
S0175,ASD,0.17844823837738014,0.9749158324593867,0.48225891248920355,0.5916295287610411,0.35748400343997394,0.07539727613776726,0.8662625418127521
S0176,ADHD,0.3351574648997923,0.6485055276770052,0.0,0.2735301012982376,0.8221480034713282,0.07656798803249859,0.9008071544101475
S0177,Mixed,0.1565537735917029,0.38369377087529577,0.6077493877107498,0.44249301972259686,0.6981722862643726,0.09709919506329377,1.0343139762896665
S0178,Mixed,0.22905334047618692,0.515948148105297,0.7410423834106957,0.1540915141803147,0.447568965568876,0.05347302663901311,0.9411226189736862
S0179,ID,0.356409556809143,0.76633976141169,0.29990267115018343,0.09387117240287207,0.8111756608537894,0.07558233586898283,0.9839459377399227
S0180,Mixed,0.3497167472604659,0.6915149400030676,0.46467713031487407,0.44774368039796725,0.7166761477117612,0.0708854997831898,0.8014295125145652
S0181,Mixed,0.3174127053245145,0.43712394542311594,0.6123897046948796,0.2786351099207638,0.7686994703444712,0.077221763745898,0.8100719615190279
S0182,Dyslexia,0.26585543931316136,0.6434584403922554,0.06741324509901049,0.05,0.6808075672300946,0.09696812897925676,0.8389522528632293
S0183,ADHD,0.32922666540191753,0.547575065276727,0.08518365195564198,0.48109142544206135,0.13932906280430826,0.09108322970164347,0.8481329874807119
S0184,Physical_Sensory,0.39183897424295466,0.6151376617951017,0.3992771638098897,0.7180121156576185,0.3587102121470833,0.06502635382942648,0.7616877563642392
S0185,ID,0.3736553389662829,0.10633395311718044,0.2048597614487606,0.6084340387870093,0.5063440949648383,0.08273398406654425,0.98908361480021
S0186,ADHD,0.05,0.5134277576853671,0.7029496110455236,0.36140231721014915,0.6392340802173881,0.10980883228201048,0.9508254159204075
S0187,ASD,0.2558940532793343,0.7564395751701984,0.7707285414775169,0.4013267960045419,0.35226774991575227,0.0633726860240539,0.8319224660143775
S0188,ID,0.2747969432535521,0.09216663536025672,0.6401453708009092,0.533155938517587,0.8658220386037564,0.08290333560794025,0.9266613170459136
S0189,ADHD,0.3438418202753971,0.6911239026734417,0.43321640501341624,0.5683192029752361,0.627115438023674,0.07613678646122743,0.884780168444912
S0190,Mixed,0.4041105432940784,0.5104010299961578,0.8743028570765579,0.34846964217614523,0.2523155869745456,0.07873989968326446,0.9344730502376657
S0191,ADHD,0.3878102285260579,0.3648555170485535,0.21437232619672292,0.4051266573586862,0.9656943967057529,0.04738684755501199,0.7280595397919652
S0192,ASD,0.3191212506316626,1.0,0.6586067778376288,0.4450922210146805,0.5191329362163715,0.10821525708624409,0.8479241448247847
S0193,Physical_Sensory,0.2924830106724102,0.9155662732651692,0.5807965940979224,0.4830814480418248,0.6282739745494451,0.06451296198223634,0.8566863993539487
